name,salary_from,salary_to,salary_currency,area_name,published_at
Токарь,40000,,RUR,Йошкар-Ола,2022-12-21T11:18:57+0300
Оператор форматно-раскроечного станка/Распиловщик,60000,,RUR,Челябинск,2022-12-21T10:15:58+0300
Специалист по обработке данных (отдел закупок),30000,,RUR,Нижний Новгород,2022-12-21T11:09:01+0300
PHP программист,140000,170000,RUR,Москва,2022-12-21T11:48:07+0300
Оператор станка с ЧПУ,80000,150000,RUR,Санкт-Петербург,2022-12-21T11:29:20+0300
Координатор проектов,60000,80000,RUR,Новосибирск,2022-12-21T10:57:36+0300
Программист 1С,80000,,RUR,Нижний Новгород,2022-12-21T10:50:05+0300
Механик,60000,80000,RUR,Санкт-Петербург,2022-12-21T11:12:36+0300
Контролер технического состояния автотранспортных средств (механик по выпуску),21000,27000,RUR,Челябинск,2022-12-21T11:26:17+0300
Технический директор (Слаботочные системы),200000,,RUR,Москва,2022-12-21T11:20:23+0300
Механизатор Тракторист МТЗ,40000,,RUR,Тюмень,2022-12-21T12:14:35+0300
Слесарь-инструментальщик,30000,40000,RUR,Волгоград,2022-12-21T11:18:22+0300
Go (Golang) Backend Developer,,250000,RUR,Москва,2022-12-21T12:08:36+0300
Консультант 1С в Службу заботы (удаленно),60000,120000,RUR,Калуга,2022-12-21T11:40:07+0300
Специалист службы поддержки пользователей,,80000,RUR,Москва,2022-12-21T12:57:35+0300
Инженер-программист,100000,130000,RUR,Красноярск,2022-12-21T10:45:32+0300
Токарь,90000,,RUR,Балашиха,2022-12-21T11:33:36+0300
Токарь,90000,,RUR,Красногорск,2022-12-21T11:33:32+0300
Программист (Java/Kotlin Developer),,200000,RUR,Москва,2022-12-21T11:23:35+0300
Токарь-универсал,28000,,RUR,Магнитогорск,2022-12-21T12:49:58+0300
Специалист отдела технической поддержки,50000,100000,RUR,Москва,2022-12-21T10:33:48+0300
Программист SQL,90000,160000,RUR,Новосибирск,2022-12-21T11:41:07+0300
Руководитель IT проектов 1С / менеджер проектов 1С,,200000,RUR,Москва,2022-12-21T12:49:53+0300
Электромеханик погрузочного комплекса,70000,71000,RUR,Новокузнецк,2022-12-21T11:10:46+0300
Системный аналитик,130000,,RUR,Сестрорецк,2022-12-21T10:45:32+0300
Инженер информационной безопасности (Siem),120000,200000,RUR,Москва,2022-12-21T10:00:15+0300
Электромеханик,70000,,RUR,Фёдоровское (Ленинградская область),2022-12-21T10:01:54+0300
Преподаватель по фото и видео позированию,600,900,AZN,Баку,2022-12-21T11:16:53+0300
Оператор станка с ЧПУ,70000,75000,RUR,Москва,2022-12-21T12:21:27+0300
Ведущий инженер по тестированию QA (teamlead/senior),170000,230000,RUR,Москва,2022-12-21T10:09:42+0300
"Дежурный инженер ОТС, отдела технической поддержки (ЦОД, ул. Рябиновая)",65768,75000,RUR,Москва,2022-12-21T12:06:33+0300
Компьютерный Мастер,64000,,RUR,Владивосток,2022-12-21T12:53:22+0300
Оператор станков с ЧПУ,115000,,RUR,Москва,2022-12-21T10:54:48+0300
Сервис - инженер,95000,,RUR,Звенигород,2022-12-21T10:05:11+0300
Аналитик отдела выкупа,80000,,RUR,Санкт-Петербург,2022-12-21T12:11:45+0300
Механик по ремонту ДВС,100000,,RUR,Белово,2022-12-21T12:38:31+0300
Программист C/С++,150000,,RUR,Санкт-Петербург,2022-12-21T10:50:46+0300
Токарь-карусельщик,100000,,RUR,Балашиха,2022-12-21T11:33:39+0300
Руководитель производственного участка,143000,,RUR,Химки,2022-12-21T10:38:34+0300
Консультант 1С (Удаленно),40000,80000,RUR,Калининград,2022-12-21T10:55:53+0300
Инженер-программист,100000,130000,RUR,Омск,2022-12-21T10:45:32+0300
IOS разработчик (Middle),170000,270000,RUR,Красноярск,2022-12-21T10:17:57+0300
Оператор станков с ЧПУ (фрезерная группа),,80000,RUR,Новосибирск,2022-12-21T10:11:48+0300
Руководитель IT проекта,80000,,RUR,Санкт-Петербург,2022-12-21T11:52:52+0300
Фрезеровщик,100000,,RUR,Одинцово,2022-12-21T11:34:03+0300
Токарь на большие станки,120000,,RUR,Брянск,2022-12-21T10:46:11+0300
Расклейщик объявлений,25800,,RUR,Уфа,2022-12-21T12:09:37+0300
Специалист отдела технической поддержки и сервисного обслуживания,60000,,RUR,Иркутск,2022-12-21T11:05:02+0300
Токарь-универсал,60000,,RUR,Курган,2022-12-21T12:36:59+0300
Наладчик технического оборудования,50000,80000,RUR,Кострома,2022-12-21T11:14:45+0300
Фрезеровщик,112000,120000,RUR,Ярославль,2022-12-21T10:34:40+0300
Шлифовщик,95000,,RUR,Балашиха,2022-12-21T11:34:40+0300
Фрезеровщик,65000,75000,RUR,Кемерово,2022-12-21T10:58:07+0300
Оператор фрезерного станка,70000,80000,RUR,Тула,2022-12-21T11:22:45+0300
Системный аналитик,,40000,RUR,Барнаул,2022-12-21T10:59:34+0300
Фрезеровщик,100000,,RUR,Красногорск,2022-12-21T11:34:13+0300
"Оператор/литейщик на полуавтомат (САО, ул. Доковская)",,60000,RUR,Омск,2022-12-21T10:26:30+0300
Консультант по работе с клиентами в чатах,28000,34000,RUR,Калининград,2022-12-21T10:32:02+0300
Токарь (Цех изготовления и окраски корпусов автомобилей),,78000,RUR,Набережные Челны,2022-12-21T11:14:12+0300
Специалист СМК,50000,,RUR,Красноярск,2022-12-21T12:09:58+0300
Менеджер проектов,50000,120000,RUR,Санкт-Петербург,2022-12-21T12:44:39+0300
Сервисный инженер,63230,80500,RUR,Москва,2022-12-21T10:46:10+0300
Сервис-инженер (хроматографист) по аналитическому оборудованию,100000,100000,RUR,Казань,2022-12-21T10:47:50+0300
Начинающий специалист технической поддержки,23000,45000,RUR,Нижний Новгород,2022-12-21T10:25:40+0300
Коммерческий аналитик,70000,80000,RUR,Санкт-Петербург,2022-12-21T10:04:50+0300
Дизайнер штор и текстильного оформления интерьеров,100000,250000,RUR,Москва,2022-12-21T10:26:13+0300
Механик (п. Малино),60000,,RUR,Воскресенск,2022-12-21T11:29:58+0300
Аналитик работы робота,,70000,RUR,Москва,2022-12-21T11:07:22+0300
Токарь/фрезеровщик,1300,2000,BYR,Минск,2022-12-21T12:42:03+0300
Программист 1C,100000,,RUR,Нижний Новгород,2022-12-21T10:04:03+0300
Оператор автоматических и полуавтоматических линий станков и установок,53000,,RUR,Тула,2022-12-21T12:50:44+0300
Python Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T11:02:02+0300
Начальник участка автомобильного транспорта,40000,40000,RUR,Карталы,2022-12-21T11:12:48+0300
Оператор плазменной резки на производство металлоконструкций,70000,,RUR,Колтуши,2022-12-21T11:45:36+0300
Начальник ремонтно механического цеха,47500,47500,RUR,Уфа,2022-12-21T12:18:17+0300
Ведущий системный инженер (Пассажирский транспорт),180000,,RUR,Москва,2022-12-21T10:10:24+0300
Программист 1C,50000,,RUR,Дзержинск (Нижегородская область),2022-12-21T10:56:10+0300
Маркетолог-аналитик,60000,,RUR,Махачкала,2022-12-21T11:09:32+0300
Наладчик технологического оборудования,40000,60000,RUR,Самара,2022-12-21T11:04:53+0300
Фрезеровщик,100000,,RUR,Серпухов,2022-12-21T11:34:25+0300
Инженер-программист ПЛИС (FPGA),130000,,RUR,Москва,2022-12-21T10:29:33+0300
Графический дизайнер со знанием 3D,45000,90000,RUR,Томск,2022-12-21T10:54:11+0300
Механик,70000,,RUR,Чехов,2022-12-21T12:41:38+0300
Токарь,90000,,RUR,Балашиха,2022-12-21T11:33:16+0300
Системный Аналитик 1С ERP,200000,,RUR,Санкт-Петербург,2022-12-21T11:10:08+0300
Инженер по безопасности дорожного движения,26000,,RUR,Кызыл,2022-12-21T10:51:45+0300
Blazor frontend middle разработчик C#,110000,200000,RUR,Санкт-Петербург,2022-12-21T12:33:20+0300
Токарь,80000,85000,RUR,Тула,2022-12-21T11:01:18+0300
Компьютерный Мастер,64000,,RUR,Обнинск,2022-12-21T12:58:54+0300
Фрезеровщик,100000,,RUR,Щелково,2022-12-21T11:33:57+0300
Специалист по обслуживанию холодильного оборудования,,100000,RUR,Москва,2022-12-21T11:09:10+0300
Компьютерный мастер,50000,150000,RUR,Томск,2022-12-21T12:40:03+0300
Системный аналитик (middle),150000,,RUR,Санкт-Петербург,2022-12-21T10:42:51+0300
Токарь-карусельщик,100000,,RUR,Красногорск,2022-12-21T11:33:54+0300
